Name,Price,Description,ImageUrl,Brand Name,Gender
BRUT ,"16,000","Fragrance Notes:
• Top: Lemon 🍋, Anise 🌿, Basil 🌱
• Heart: Geranium 🌸, Jasmine 🌼
• Base: Oakmoss 🌿, Vanilla 🍦, Sandalwood 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FBRUT_.jpg?alt=media&token=62cc1676-c510-45b8-b1f6-78a580ccdb59,Brut,Male
"CAL COLONGE EDITION RAYHAAN / Rayhaan Tiger Cal Cologne Edition
","45,000","Fragrance Notes:
• Top: Cypress leaf 🌿, Saffron 🧂, Cardamom 🌿, Bergamot 🍋, Grapefruit 🍊, Rooibos Tea 🍵 
• Heart: Rose 🌹, Nutmeg 🌰, Jasmine 🌸 
• Base: Agarwood (Oud) 🪵, Cedar 🪵, Leather 🧥, Sandalwood 🪵, Amber 🧡, Tonka Bean 🌰, Vanilla 🍦, Musk 🐚 ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCAL%20COLONGE%20EDITION%20RAYHAAN_.jpg?alt=media&token=4cf49682-e726-4e8e-8c1e-98cc4b9eda1c,Rhayaan,Male
CAPRICE AL NASHAMA (BLUE ) LATTAFA ,"48,000","Fragrance Notes:
• Top: Bergamot 🍋, Orange 🍊
• Heart: Lavender 🌸, Pepper 🌶️
• Base: Cedarwood 🪵, Musk, Vetiver 🌾",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCAPRICE%20AL%20NASHAMA%20LATTAFA_.jpg?alt=media&token=a6e42539-57fe-4657-a7c5-04e9dc3d7fe2,Lattafa,Unisex
CASTLE BLOOM CASTLE BEJAR,"18,500","Fragrance Notes:
• Top: Bergamot 🍋, Green Apple 🍏
• Heart: Jasmine 🌼, Lily of the Valley 🌸
• Base: Musk 🐚, Amber 🧡, Sandalwood 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCASTLE%20BLOOM%20CASTLE%20BEJAR.jpg?alt=media&token=84b60544-ea18-4797-8c73-42118908b5de,Castle Bejar,Male
CHAIRMAN,"12,500","Fragrance Notes:
• Top: Citrus 🍋, Pepper 🌶️
• Heart: Cedarwood 🪵, Lavender 💜
• Base: Musk 🐚, Vetiver 🌾, Amber 🧡",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCHAIRMAN.jpg?alt=media&token=fef9c983-8aab-40f8-a56a-b5382907ff29,The Chairman,Male
CLASSIC STONE ,"70,000","Fragrance Notes:
• Top: Violet 🌿, Saffron 🧂, Cardamom 🌿, Cumin 🌶️ 
• Heart: Suede 🧥, Osmanthus 🌸, Clove 🌰, Nutmeg 🌰 
• Base: Woody Notes 🪵, Ambergris 🐚, Oakmoss 🌲, Musk 🐚",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCLASSIC%20STONE_.png?alt=media&token=1ca19c87-0b6f-4073-866f-9270f371d62c,Lattafa,Unisex
CLUB D NUIT ICONIC ,"60,000","Fragrance Notes:
• Top: Grapefruit 🍊, Lemon 🍋, Mint 🌿, Pink Pepper 🌶️, Coriander 🌿
• Heart: Ginger 🌶️, Nutmeg 🌰, Jasmine 🌸, Melon 🍈
• Base: Incense 🌫️, Amber 🧡, Cedar 🌲, Sandalwood 🌲, Patchouli 🌿, Labdanum 🌿, Woody Notes 🌲",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCLUB%20D%20NUIT%20ICONIC_.jpg?alt=media&token=e96c6d2b-2dea-4b68-800f-73050010a5f2,Armaf,Male
CLUB DE NUIT ICONIC ARMAF ,"60,000","Fragrance Notes:
• Top: Bergamot 🍋, Lemon 🍋
• Heart: Lavender 🌸, Cedar 🪵
• Base: Ambroxan 🐚, Musk 🐚, Vanilla 🍦",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCLUB%20DE%20NUIT%20ICONIC%20ARMAF_.jpg?alt=media&token=25a08dcb-2e30-4bec-b9b1-a4c0ec2375d4,Armaf,Male
CLUB DE NUIT IMPERIALE ,"60,000","Fragrance Notes – Club de Nuit White Imperiale (Armaf, 2022)
• Top: Litchi 🍒, Bergamot 🍋, Nutmeg 🧂
• Heart: Turkish Rose 🌹, Peony 🌸, Vanilla 🍦, Musk 🕊️
• Base: Vanilla 🍦, Cashmeran 🌲, Incense 🌫️, Cedar 🌲 ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCLUB%20DE%20NUIT%20IMPERIALE_.jpg?alt=media&token=645d7c98-c482-48b8-8f7d-8c15165b7b37,Armaf,Female
CLUB DE NUIT INTENSE MAN,"60,000","Fragrance Notes:
• Top: Lemon 🍋, Pineapple 🍍, Bergamot 🍋, Black Currant 🍇, Apple 🍏
• Heart: Birch, Jasmine 🌸, Rose 🌹
• Base: Musk, Ambergris 🐚, Patchouli 🌿, Vanilla 🍦",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCLUB%20DE%20NUIT%20INTENSE%20MAN.jpg?alt=media&token=f5331b2b-1e45-4fb7-b54d-e5935149be4c,Armaf,Male
CLUB DE NUIT MILESTONE ,"60,000","Fragrance Notes:
• Top: Sea Salt 🌊, Red Fruits 🍇, Bergamot 🍋
• Heart: Violet 🌸, White Woods 🪵, Sandalwood 🪵
• Base: Musk 🐚, Ambroxan, Vetiver 🌾
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCLUB%20DE%20NUIT%20MILESTONE_.jpg?alt=media&token=354ee205-0d4a-400b-a373-09bc8f1a065e,Armaf,Unisex
CLUB DE NUIT OUD ,"60,000","Fragrance Notes:
• Top: Bergamot 🍋, Pineapple 🍍, Peach 🍑, Passionfruit 🍓, Pear 🍐, Plum 🍈
• Heart: Jasmine 🌸, Freesia 🌼, Violet Leaves 🌿, Cashmere Wood 🪵
• Base: Cambodian Oud 🪵, Sandalwood 🪵, Amber 🧡, Vanilla 🍦, Musk

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCLUB%20DE%20NUIT%20OUD_.jpg?alt=media&token=eebac6f5-6a2e-4e96-a966-a000eac580e2,Armaf,Unisex
CLUB DE NUIT UNTOLD ,"60,000","Fragrance Notes:
• Top: Saffron 🧂, Amberwood 🪵, Fir Resin 🌿
• Heart: Jasmine 🌸, Ambergris
• Base: Warm woody-amber accord",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCLUB%20DE%20NUIT%20UNTOLD_.jpg?alt=media&token=ac37dae4-a40b-424f-92f3-12966e983847,Armaf,Unisex
CLUB DE NUIT URBAN MAN ELIXIR ,"60,000","Fragrance Notes:
• Top: Bergamot 🍋, Pink Pepper 🌶️, Jasmine 🌸, Orange Blossom 🌼
• Heart: Lavender 💜, Geranium 🌹, Saffron 🧂, Elemi 🌿, Tagetes 🌼, Vetiver 🌾
• Base: Ambroxan 🧡, Patchouli 🌿, Cedar 🌲, Amber 🧡, Labdanum 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCLUB%20DE%20NUIT%20URBAN%20MAN%20ELIXIR_.jpg?alt=media&token=aa07cb3b-55b3-4f31-917e-dc02648647c1,Armaf,Male
CLUB DE NUIT WOMAN,"60,000","Fragrance Notes:
• Top: Citrus blend 🍊 (bergamot, orange), floral sparkle
• Heart: Rose 🌹, Jasmine 🌸, Patchouli 🌿
• Base: White musk 🐚, Vetiver 🌾, Cedar 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCLUB%20DE%20NUIT%20WOMAN.jpg?alt=media&token=6846f8d2-42f8-4941-abb9-cb955d97c8bb,Armaf,Female
CLUBD E NUIT INTENMSE MAN ,"60,000","Fragrance Notes:
• Top: Lemon 🍋, Pineapple 🍍, Bergamot 🍊, Blackcurrant 🍇, Apple 🍏
• Heart: Birch 🌳, Jasmine 🌸, Rose 🌹
• Base: Musk 🐚, Ambergris 🐚, Patchouli 🌿, Vanilla 🍦
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCLUBD%20E%20NUIT%20INTENMSE%20MAN_.jpg?alt=media&token=72ae3d82-3d47-4232-bdb2-e7221308b1f5,Armaf,Male
COCO NOIR CHANEL ,,"Fragrance Notes:
• Top: Grapefruit 🍊, Bergamot 🍋
• Heart: Rose 🌹, Jasmine 🌼, Narcissus 🌾, Geranium 🌺
• Base: Tonka Bean 🌰, Patchouli 🌿, Sandalwood 🪵, Vanilla 🍦, White Musk 🐚

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCOCO%20NOIR%20CHANEL_.jpg?alt=media&token=17471c8f-44af-42d9-9114-199d2f823dc2,Coco Noir,Female
COCOA MORADO FRENCH AVENUE ,"60,000","Fragrance Notes:
• Top: Cinnamon 🧂, Saffron 🧂, Nutmeg 🌰, Cardamom 🌿, Ginger 🌿, Pink Pepper 🌶️
• Heart: Myrrh 🌿, Agarwood (Oud) 🪵, Sugar Cane 🍬, Dates 🍑, Davana 🌿, Incense 🌫️, Caramel 🍯, Amberwood 🧡
• Base: Madagascar Vanilla 🍦, Tonka Bean 🌰, Cocoa Butter 🍫, Musk 🕊️, Leather 🧥, Benzoin 🌳, Labdanum 🌿, Patchouli 🌿, Mate 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCOCOA%20MORADO%20FRENCH%20AVENUE_.jpg?alt=media&token=c51d3667-77c1-4a92-b351-9ebc9a4e5a5d,French Avenue,Unisex
COPACI AMBITION,"8,000","Fragrance Notes:
• Top: Citrus 🍋, Spicy aromatic hints 🌶️ 
• Heart & Base: Floral‑woody blend 🌸🪵 with gourmand warmth

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCOPACI%20AMBITION.jpg?alt=media&token=7105e0c7-6287-42d3-83c4-6082ffe989f4,Copaci,Unisex
COPACI AMBITION BLUE ,"8,000","Fragrance Notes:
• Top: Citrus 🍊, Water (marine) notes 💧 
• Heart: Floral accord 🌸, woody facets 🪵
• Base: Gourmand nuances, woody base 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCOPACI%20AMBITION%20BLUE_.jpg?alt=media&token=8aa7a6b0-be6d-472c-9eb3-5d757e8b7667,Copaci,Unisex
CREED GREEN IRISH TWEED ,,"Fragrance Notes:
• Top: Lemon Verbena 🍋, Iris 🌸
• Heart: Violet Leaf 🌿
• Base: Sandalwood 🪵, Ambergris 🐚",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FCREED%20GREEN%20IRISH%20TWEED_.jpg?alt=media&token=ba190052-20ae-4e77-b19b-267c3b279d7b,Creed,Male
DARK CHOCOLATE BY GULF ORCHID ,,"Fragrance Notes:
• Top: Mandarin 🍊, Cardamom 🌰
• Heart: Chocolate 🍫, Cocoa 🍫, Jasmine 🌸, Anise Blossoms 🌼
• Base: Labdanum 🌿, Vanilla 🍦, Musk 🕊️, Amber 🧡",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDARK%20CHOCOLATE%20BY%20GULF%20ORCHID_.jpg?alt=media&token=5345eed3-2c26-4c4a-b4c1-e16c0ef126a3,Gulf Orchid,Male
DARK CHOCOLATE CASTLE BEJAR ,"18,500","Fragrance Notes:
• Top: Cocoa 🍫, Orange 🍊
• Heart: Praline 🍬, Rose 🌹
• Base: Vanilla 🍦, Amber 🧡, Patchouli 🌿

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDARK%20CHOCOLATE%20CASTLE%20BEJAR_.jpg?alt=media&token=bcea1ebf-f8a9-474f-866e-d1cf24d8944e,Castle Bejar,Unisex
DARK FEVER ,"12,000","Fragrance Notes:
• Top: Bergamot 🍋, Green Mandarin 🍊, Apple 🍏, Aldehyde, Lemon 🍋, Marine (aquatic)
• Heart: Pink Pepper (spice), Rose 🌹, Jasmine 🌸, Honeysuckle 🌼, Cardamom 🌿, Cinnamon 🌰, Red Fruits 🍓, Pine Needle 🌲
• Base: Amber 🧡, Cedarwood 🪵, Guaiac Wood 🪵, Vanilla 🍦, Moss 🌲, Labdanum 🌿, Sugar 🍬, Musk, Patchouli 🌿, Ambergris 🐚

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDARK%20FEVER_.jpg?alt=media&token=0ddd2b25-f977-466b-a590-1f0e2fa09894,Cration Lamis,Male
DAVIDOFF COOL WATER REBORN ,,"Fragrance Notes:
• Top: Galbanum (green herb) 🌿, Lemon 🍋
• Heart: Lavender 🌸, Mint 🌿, Sage 🌿
• Base: Vetiver 🌾, Musk 🐚, Cedar 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDAVIDOFF%20COOL%20WATER%20REBORN_.jpg?alt=media&token=aa19d701-b6ee-4e5a-8ae4-052695472aa1,Davidoff,Male
Deal Eau de Parfum,"8,000","Fragrance Notes:
• Top: Citrus burst 🍊
• Heart: Green florals 🌿, Light spice 🌸
• Base: Musk, Powdery woods 🪵, Vanilla 🍦",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDeal%20Eau%20de%20Perfume.jpg?alt=media&token=8e1e47ae-d905-4ebd-b2b8-ffd9f7689c06,Deal,Unisex
DIESEL FUEL FOR LIFE ,,"Fragrance Notes:
• Top: Anise ⭐️, Grapefruit 🍊
• Heart: Lavender 💜, Raspberry 🍇
• Base: Vetiver 🌾, Heliotrope 🌸, Dry Woods 🌲",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDIESEL%20FUEL%20FOR%20LIFE_.jpg?alt=media&token=deea2dc4-db61-4e47-96e1-ff674568024c,Diesel,Male
DIWANI BEIRUT ,"52,000","Fragrance Notes:
• Top: Peach 🍑, Pink Pepper 🌶️, Lily‑of‑the‑Valley 🌼
• Heart: Jasmine 🌸, Cedarwood 🪵
• Base: Sandalwood 🪵, White Musk 🐚, Benzoin 🌳",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDIWANI%20BEIRUT_.jpg?alt=media&token=ccb515a4-d99e-49fc-aa6d-55a23cf6b9f5,French Avenue,Unisex
DIWANI RABAT ,"52,000","Fragrance Notes:
• Top: Grapefruit 🍊, Peach 🍑, Blackcurrant 🍇
• Heart: Magnolia 🌼, Amber 🌿, Tuberose 🌼, Iris 🌸, Jasmine 🌸, Lily‑of‑the‑Valley 🌿
• Base: Cedar 🌲, Patchouli 🌿, Birch 🌳, Vetiver 🌾, Sandalwood 🌲 ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDIWANI%20RABAT_.jpg?alt=media&token=b22cf141-c3ed-4d72-9732-44f00159dc49,French Avenue,Unisex
DOLCE & GABBANA THE ONLY ONE ,,"Fragrance Notes:
• Top: Bergamot 🍋, Orange 🍊, Violet 🌸
• Heart: Coffee ☕, Iris 🌸, Rose 🌹, Orange Blossom 🌼, Pear 🍐
• Base: Vanilla 🍦, Caramel 🍬, Patchouli 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDOLCE%20%26%20GABBANA%20THE%20ONLY%20ONE_.jpg?alt=media&token=efaf75d5-be90-4075-840b-d0270f1adaad,Dolce and Gabbana,Female
DOLCE AND GABBANA (LIGHT BLUE),"110,000","Fragrance Notes:
• Top: Sicilian Lemon 🍋, Apple 🍏, Bellflower 💠
• Heart: Bamboo 🎍, Jasmine 🌼, White Rose 🌹
• Base: Cedarwood 🪵, Amber 🧡, Musk 🐚",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDOLCE%20AND%20GABBANA%20(LIGHT%20BLUE).jpg?alt=media&token=c4509019-d6ca-459b-9b0c-86858f0143db,Dolce and Gabbana,Male
DOROTHY ,"19,500","Fragrance Notes:
• Top: Pear 🍐, Raspberry 🍇
• Heart: Peony 🌸, Jasmine 🌼
• Base: Vanilla 🍦, Musk 🐚, Cashmere Wood 🪵

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDOROTHY_.jpg?alt=media&token=1710a8ed-6e7c-4c5b-bfd3-2b6f39415674,Essencia,Female
DURRAH ,"70,000","Fragrance Notes:
• Top: Bergamot 🍋, Lychee 🍈, Hibiscus 🌺
• Heart: Incense 🕯️, Magnolia 🌸, Rose 🌹, Violet 🌸
• Base: Amber 🧡, Cashmere wood 🪵, Musk, Vanilla 🍦 ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDURRAH_.png?alt=media&token=a559badd-3b8e-4307-85d8-30f00df0ee41,Lattafa,Unisex
DX 77,"16,000","Fragrance Notes:
• Top: Bergamot 🍋, Citrus notes 🍊, Melon 🍈, Apple 🍏, Ginger 🌶️, Galbanum 🌿 
• Heart: Thyme 🌿, Mint 🌿, Lavender 🌸, Geranium 🌸, Nutmeg 🌰, Clove 🌰
• Base: Vetiver 🌾, Sandalwood 🪵, Cinnamon 🌰, Amber 🧡, Musk
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDX%2077.jpg?alt=media&token=612b8f93-1756-4b96-9b70-6ea46317361f,Chris Adams ,Male
Eau-de-parfum Carbbean Vanilla,"4,500","Fragrance Notes:
• Top: Coconut 🥥, Tropical fruits 🍍
• Heart: Creamy vanilla 🍦, Sweet spice 🌰
• Base: Musk, Amber 🧡, Dry woods 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FDeal%20Eau%20de%20Perfume.jpg?alt=media&token=11e38fda-7170-4ab7-9f94-7a318b984386,Eau de Perfum,Unisex
ECLAIRE LATTAFA ,"45,000","Fragrance Notes:
• Top: Citrus Zest 🍋, Fruity Notes 🍑
• Heart: White Flowers 🌼, Tuberose 🌸
• Base: Musk 🐚, Sandalwood 🪵, Vanilla 🍦",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FECLAIRE%20LATTAFA_.jpg?alt=media&token=1670c604-4619-4780-8e43-4dc9a61b9940,Lattafa,Female
ELEMENT LADY,"6,000","Fragrance Notes:
• Top: Blackcurrant 🍇, Orange 🍊
• Heart: Rose 🌹, Peony 🌺
• Base: Vanilla 🍦, White Musk 🐚, Amber 🧡

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FELEMENT%20LADY.jpg?alt=media&token=7aee1277-4132-4e57-8437-1c839a7d9fb7,Element,Female
ELEMENT MEN ,"6,000","Fragrance Notes:
• Top: Citrus 🍋, Mint 🌿
• Heart: Geranium 🌸, Lavender 💜
• Base: Cedarwood 🪵, Amber 🧡, Musk 🐚

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FELEMENT%20MEN_.jpg?alt=media&token=4b831642-3b27-46bf-b5dd-5580fdf12313,Element,Male
EMBRACE LATTAFA PRIDE,"43,000","Fragrance Notes:
• Top: Mandarin 🍊, Blackcurrant 🍇
• Heart: Jasmine 🌸, Orange Blossom 🌼
• Base: Vanilla 🍦, Musk, Amber 🧡",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FEMBRACE%20LATTAFA%20PRIDE.png?alt=media&token=f5a50e44-8e55-48cf-92b1-8ca19af047ae,Lattafa,Unisex
EMEER LATTAFA ,,"Fragrance Notes:
• Top: Lemon 🍋, Apple 🍏, Bergamot 🍊
• Heart: Lavender 🌸, Cardamom 🌿, Marine Notes 🌊
• Base: Patchouli 🌿, Vetiver 🌾, Amber 🧡, Musk
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FEMEER%20LATTAFA_.jpg?alt=media&token=994dcb10-de74-4e5c-951e-882f37615cac,Lattafa,Unisex
EMIR JUICY MELANGE,"32,000","Fragrance Notes:
• Top: Strawberry 🍓, Blackcurrant 🍇, Peach 🍑, Plum 🍑, Coconut 🥥, Apple 🍏, Nutmeg 🌰, Basil 🌿
• Heart: Iris 🌸, Orchid 🌺, Jasmine 🌼, Lily of the Valley 🌿, Rose 🌹
• Base: Moss 🍃, Patchouli 🌿, Vanilla 🍦, Cedarwood 🌲",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FEMIR%20JUICY%20MELANGE%20%3D.jpg?alt=media&token=41412df7-f062-4c25-92a8-be664e4394ce,Paris Corner,Unisex
EMIR MANGO PUNCH ,"32,000","Fragrance Notes:
• Top: Mango 🥭, Pineapple 🍍
• Heart: Peach 🍑, Coconut 🥥
• Base: Vanilla 🍦, Musk 🐚, Amber 🧡

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FEMIR%20MANGO%20PUNCH_.jpg?alt=media&token=78d68d26-0e0e-4b96-aae4-2d9840242e34,Paris Corner,Unisex
EMIR PEAR PORTION ,"32,000","Fragrance Notes:
• Top: Pear 🍐, Bergamot 🍋
• Heart: Jasmine 🌼, Rose 🌹, Freesia 🌸
• Base: Amber 🧡, Musk 🐚, Patchouli 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FEMIR%20PEAR%20PORTION_.jpg?alt=media&token=570d7c66-4a7b-48a0-81ae-7666abf38903,Paris Corner,Unisex
ESSENCIA ORCHID NOIR ,"21,000","Fragrance Notes:
• Top: Jasmine 🌼, Mandarin 🍊
• Heart: Orchid 🌺, Ylang-Ylang 🌸, Rose 🌹
• Base: Patchouli 🌿, Amber 🧡, Musk 🕊️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FESSENCIA%20ORCHID%20NOIR_.jpg?alt=media&token=807101e9-2193-40e7-a303-85755ac91b0e,Essencia,Unisex
ETERNAL OUD ,"55,000","Fragrance Notes:
• Top: Grapefruit 🍊, Plum 🍑
• Heart: Orchid 🌸, Heliotrope 🌺
• Base: Oud 🪵, Vanilla 🍦, Amber 🧡, Benzoin 🌳, Tonka Bean 🌰, Labdanum 🌿

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FETERNAL%20OUD_.jpg?alt=media&token=7fa56bcb-5fe3-4a1c-9cc5-3c1ccff7aa3e,Lattafa,Unisex
ETERNAL OUD LATTAFA ,"55,000","Fragrance Notes:
• Top: Plum, Grapefruit 🍑
• Heart: Heliotrope, Orchid 🌸
• Base: Benzoin, Amber, Vanilla, Labdanum, Tonka Bean, Oud 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FETERNAL%20OUD%20LATTAFA_.png?alt=media&token=02cc7fb5-098d-4044-8e3a-43b7bd9e932c,Lattafa,Unisex
EVIDENCE ,"21,000","Fragrance Notes:
• Top: Green Notes 🌿, Violet Leaf 🌱
• Heart: Rose 🌹, Jasmine 🌼
• Base: Patchouli 🌿, Musk 🐚, Woody Notes 🪵

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FEVIDENCE_.jpg?alt=media&token=03d605ff-21fa-46d3-a0a9-9713a0f88f11,Evidence,Female
FAKHAR LATTAFA ,"31,000","Fragrance Notes:
• Top: Fruits 🍇🍐, Musk 🐚
• Heart: Jasmine 🌼, Rose 🌹
• Base: Tonka Bean 🌰, Vanilla 🍦, Cedarwood 🪵

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FFAKHAR%20LATTAFA_.jpg?alt=media&token=0b245402-950a-41b1-ba20-8a43a00e0da0,Lattafa,Female
FAKHAR LATTAFA BLACK ,"31,000","Fragrance Notes:
• Top: Apple 🍏, Bergamot 🍋, Ginger 🌶️
• Heart: Sage 🌿, Lavender 💜, Geranium 🌸, Juniper 🌿
• Base: Tonka Bean 🌰, Amber 🧡, Cedarwood 🪵, Vetiver 🌾",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FFAKHAR%20LATTAFA%20BLACK_.jpg?alt=media&token=aa0aa184-9c56-4bbb-946d-32478b1be03b,Lattafa,Male
FATIMA EXTRAIT DE PARFUM,"38,000","Fragrance Notes:
• Top: Litchi 🥭, Rhubarb 🌱, Bergamot 🍋, Nutmeg 🌰
• Heart: Rose 🌹, Peony 🌸, Musk 🕊️, Petal 🌸, Vanilla 🍦
• Base: Cashmeran 🌲, Cedar 🌲, Vetiver 🌾, Incense 🌫️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FFATIMA%20EXTRAIT%20DE%20PARFUM.jpg?alt=media&token=f215a7d3-04b5-4b43-a6b9-2bd567af4244,Zimiya Fatima,Unisex
FATIMA VELVET LOVE ,"38,000","Fragrance Notes:
• Top: Passionfruit 🥭, Peach 🍑, Pear 🍐, Marine Notes 🌊, Green Notes 🌿, Amber 🌸
• Heart: Lily of the Valley 🌼, Jasmine 🌸, Ylang‑Ylang 🌺
• Base: Musk 🕊️, Sandalwood 🌲, Caramel 🍬, Patchouli 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FFATIMA%20VELVET%20LOVE_.jpg?alt=media&token=5eddb538-c2ee-4507-a1e8-7a4cb78a1bb8,Zimaya Fatima,Female
FATIMA ZIMAYA ,"38,000","Fragrance Notes:
• Top: Litchi 🥭, Rhubarb 🌱, Bergamot 🍋, Nutmeg 🌰
• Heart: Rose 🌹, Peony 🌸, Musk 🕊️, Petal 🌸, Vanilla 🍦
• Base: Cashmeran 🌲, Cedar 🌲, Vetiver 🌾, Incense 🌫️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FFATIMA%20ZIMAYA_.jpg?alt=media&token=2f966fcd-b3c0-4351-a7d2-195b2aac8371,Zimaya Fatima,Female
FIERO BLEU MAN ,"22,000","Fragrance Notes:
• Top: Bergamot 🍋
• Heart: Pepper 🌶️, Geranium 🌹, Lavender 💜, Sichuan Pepper 🌶️, Vetiver 🌾, Patchouli 🌿, Pink Pepper 🌶️, Elemi Resin 🌿
• Base: Ambroxan 🧡, Cedar 🌲, Labdanum 🌿, Ambergris 🧡, Hairy Sandalwood 🌲",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FFIERO%20BLEU%20MAN_.jpg?alt=media&token=1ba472b8-edbc-47cf-a22a-df3c001fc624,Fiero,Male
FLORA BY FLORA ,"21,000","Fragrance Notes:
• Top: Peony 🌸, Citrus 🍊, Mandarin 🍊
• Heart: Osmanthus 🌼, Rose 🌹
• Base: Sandalwood 🌲, Pink Pepper 🌶️, Patchouli 🌿 
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FFLORA%20BY%20FLORA_.jpg?alt=media&token=9aab6df4-eb9a-45e7-b6ad-fe61eaca1ada,Flora by Flora,Female
